Name,Actual_PublishMonth,Predicted_PublishMonth
"Home to Holly Springs (Father Tim, Book 1)",10,9
Hypnosis: Secrets of the Mind,3,6
Flying Colors,2,3
Paroxysm,12,12
Poor George,2,7
Reese's Pieces Count By Fives,5,9
Her Kind of Hero / Second Time Around,12,11
A Rage for Order: Black-White Relations in the American South Since Emancipation,5,10
The Collected Stories of Amanda Cross,1,1
Conspiracy Nation: The Politics of Paranoia in Postwar America,2,7
Treatises and Letters of Dr. Nicholas Ridley,5,12
From the Ground Up: Rethinking Industrial Agriculture,2,10
Billy London's Girls,7,5
Theories of Contemporary Art,2,1
Obras Completas 4,11,12
Georg BÃ¼chner: 'Dantons Tod'. ErlÃ¤uterungen und Dokumente.,7,1
Exotic Appetites: Ruminations of a Food Adventurer,2,11
"The Siege of Eternity (Eschaton Sequence, #2)",10,6
From Wedded Wife to Lesbian Life: Stories of Transformation,9,9
Gianlorenzo Bernini: New Aspects of His Art and Thought,10,1
Humanity Dick: The Eccentric Member For Galway,4,1
"Suffolk in the Middle Ages: Studies in Places and Place-Names, the Sutton Hoo Ship-Burial, Saints, Mummies and Crosses, Domesday Book and Chronicles of Bury Abbey",8,1
Flight from Tomorrow and Other Science Fiction,9,5
Rodgers & Hammerstein: Beginning Piano Solo,3,1
Web Accessibility for People with Disabilities Web Accessibility for People with Disabilities,1,10
The Epicurus Reader: Selected Writings and Testimonia,3,3
Sydney Sandstone,1,1
"Leading and Managing Creators, Inventors, and Innovators: The Art, Science, and Craft of Fostering Creativity, Triggering Invention, and Catalyzing Innovation",1,3
School Story,8,12
Elements of Chemistry,6,5
Cool Careers Without College for People Who Love Video Games (Cool Careers Without College),7,9
Khrushchev: A Political Life,3,10
Harriet's Recital,2,3
Let's Go to a Baseball Game,3,4
Fia & the Imp,9,5
Because A Fire Was In My Head,11,6
Statistical Process Control for Quality Improvement: A Training Guide to Learning Spc,4,1
They Came from DNA: The Mysteries of Science,9,12
How Your Church Family Works: Understanding Congregations as Emotional Systems,1,7
Wehrrecht II: Wbo / Wdo / Wstg / Uzwgbw,8,1
"Getting Lucky (Marine, #2)",10,3
Iran on the Brink: Rising Workers and Threats of War,3,5
"Why Freud Was Wrong: Sin, Science, and Psychoanalysis",9,7
The Lost Revolution: Germany 1918-1923,9,5
Student Companion to Stephen Crane,11,12
Cultural Studies in China,1,12
The Box & Journey Into Terror,5,7
Christmas in Wales,1,1
Nico Visits the Moon,10,6
Niger: Personal Rule And Survival In The Sahel,3,1
The Country House (Small Oxford Books),1,1
Diane Arbus: Family Albums,9,3
A Companion to the Works of Franz Kafka (Studies in German Literature Linguistics and Culture),5,2
Kibbee 'n' Spice and Everything Nice: Popular and Easy Recipes for the Lebanese and American Family,11,10
Confessions of a Street Addict,6,10
How to Meet Beautiful Women,1,5
Vertiges,5,11
Fit to Print: A.M. Rosenthal and His Times,9,10
Writing Clinical Research Protocols: Ethical Considerations,5,12
"Large-Scale Systems: Modeling, Control and Fuzzy Logic",12,1
Printing Types: An Introduction,7,1
Un reino de ensueÃ±o,10,10
Back Roads,6,7
"Souls of My Brothers: Black Men Break Their Silence, Tell Their Truths and Heal Their Spirits",8,5
Paul Revere: Messenger for Freedom,9,12
The Last Days of Hitler,6,3
Darkside: Horror for the Next Millenium (Darkside #1),1,6
Faculty Towers: The Academic Novel and Its Discontents,2,7
Fingerpicking Paul Simon 2,1,1
Learning Styles: Food for Thought and 130 Practical Tips for Teachers K-4,11,1
Lecture Notes on Chern-Simons-Witten the,7,1
Teaching the Selected Works of Katherine Paterson,8,3
"Egon Schiele, 1890-1918: The Midnight Soul of the Artist",5,8
A History of the English Language,3,7
"The Life of General Francis Marion: A Celebrated Partisan Officer, in the Revolutionary War, Against the British and Tories in South Carolina and Georgia",1,8
Divine Husband,1,4
Valuing a Business: The Analysis and Appraisal of Closely Held Companies,12,1
Three Novels,3,4
What's in a Name?: Advertising and the Concept of Brands,12,1
"Ethics, Religion, And Politics",12,1
"SucediÃ³ en otoÃ±o (Wallflowers, #2)",6,3
An Introduction to Radical Theology: The Death and Resurrection of God,4,8
"Celebrating Friendship: Sayings, Scriptures, and Stories from the Bible Revealing God's Love (Hugs from Heaven)",9,1
X Toolkit Intrinsics Reference Man R5,8,6
"Color Rendering: A Guide for Interior Designers and Architects: Concept, Exploration, Process",5,1
Notso Fatso,1,9
Natural Healing Power: A Gift of God to You,10,12
Phonics Comics: Spooky Sara - Level 3,9,4
Euthyphro/Apology of Socrates/Crito,8,1
Love Life for Every Married Couple: How to Fall in Love and Stay in Love,12,8
I'll Be Home Soon: How to Prevent and Treat Separation Anxiety,1,1
The Allocating Federal Funds for Science and Technology,12,1
Birds of Ohio Field Guide,8,6
Writers on Writing: An Anthology,3,1
Colloquial Urdu: The Complete Course for Beginners,8,1
Goodnight Moon Board Book  Bunny,1,12
John Millington Synge: The Aran Islands: Material and Mythos,12,1
A Message to Garcia,11,5
Letters to Cristina,7,4
"QanaÌ„t Al Suways Wa Al TanaÌ„fus Al IstiÊ»maÌ„riÌ„ Al UÌ„rubbiÌ„, 1883 1904",1,1
The Government and Politics of the European Union,7,9
The Curious Feminist: Searching for Women in a New Age of Empire,12,9
Joe-Joe's First Flight,6,9
The Sands of Time,8,10
Justice League: A Midsummer's Nightmare,12,3
An Outdoor to the Big South Fork: National River & Recreation Area,12,1
Are You Alone on Purpose?,6,3
Eat Less Cottage Cheese and More Ice Cream: Thoughts on Life from Erma Bombeck,4,4
No Breathing Room,4,10
"Self, Language and the Social in the Writings of Jules Valles, 1832-1885: The Jacques Vingtras Trilogy",3,1
Jane Austen the Woman: Some Biographical Insights,9,6
Learning about Dance: Dance As An Art Form And Entertainment,6,8
Piano Concertos Nos. 1-6 in Full Score,4,12
The Kissing Hand,10,9
Trafalgar's Lost Hero: Admiral Lord Collingwood and the Defeat of Napoleon,8,11
History's Mistress: A New Interpretation of a Nineteenth-Century Ethnographic Classic,3,1
Sailor on Horseback & 28 Selected Jack London Stories,8,9
The Nazi Conscience,11,5
"Reprisal (Stony Man, #34)",3,12
Drag Racing,8,1
Quantico,7,7
Shadows in the White City,3,5
Tangled Up in Blue,12,9
The Apostolic Fathers,11,11
John Thomas and Lady Jane: The Second Version of Lady Chatterley's Lover,9,5
"La Queue du Marsupilami (Marsupilami, #1)",6,9
"A Decade of New Comedy: Plays from the Humana Festival, Volume 2",3,10
"The War Between the Sisters (The Stepsisters, #1)",8,12
The Summer Isles,6,7
Introducing Enlightenment,9,11
Parkett 1999 (Parkett),9,1
Jaguar in Coventry: Building the Legend,2,1
Raton Chronicle (Where the West Began),2,8
Islamic Studies Presented to Charles J. Adams,3,1
Seeing Voices: A Journey into the World of the Deaf,8,10
Hello to the Cannibals,9,8
How to Get Lost and Found in Upgraded New Zealand,3,9
Introduction to Systems Thinking,1,9
The Prevention of Crime: Social and Situational Strategies,4,1
"City on the Sand: Ocean City, Maryland, and the People Who Built It",8,8
Rise,6,5
Marcel Proust: A Life,2,9
"The Bookshop of the World: The Role of the Low Countries in the Book-Trade, 1473-1941",1,1
Go For the Goal: A Champion's Guide To Winning In Soccer And Life,7,9
Epochs of Chinese and Japanese Art,3,10
"Battle Mask (The Executioner, #3)",7,4
The President's Last Love,9,3
"Multilingualism, Second Language Learning, and Gender",1,1
Java Design Patterns: A Tutorial,2,12
"Dismantling the Welfare State?: Reagan, Thatcher and the Politics of Retrenchment",12,11
The Year 1000: What Life Was Like at the Turn of the First Millennium: An Englishman's World,12,7
Embalming Mom: Essays in Life,9,4
"Cicero, Classicism, and Popular Culture",1,1
Sudan: A Country Study,11,1
EinfÃ¼hrung in das mathematische Denken. Die Begriffsbildung der modernen Mathematik.,1,4
Nineteenth-Century Russian Plays,1,1
"Philosophia: The Thought of Rosa Luxemborg, Simone Weil, and Hannah Arendt",1,1
A Guide for Using Jumanji in the Classroom,11,1
Once a Soldier: Book One Once a Child,1,10
Passing Over,1,3
Don't Forget: P.D. Ouspensky's Life of Self-Remembering,4,1
Alcoholics Anonymous Comes of Age: A Brief History of Alcoholic Anonymous,12,1
"Letters to Father: Suor Maria Celeste to Galileo, 1623-1633",12,4
The Peace of the Present: An Unviolent Way of Life,2,1
The Definitive Book of the Body Language,12,12
"Ultimate Sacrifice: John and Robert Kennedy, the Plan for a Coup in Cuba, and the Murder of JFK",10,11
"A Preliminary Analysis of the October 1, 1965, Coup in Indonesia (Prepared in Jan. 1966)",6,6
Polly's Ghost: A Novel,4,11
Byron and the Eye of Appetite,1,1
"The Legend of Grimjack, Volume 1",2,12
"The Victims of Nimbo (Seven Sleepers: The Lost Chronicles, #6)",9,4
Rebel Angels,10,10
Stalingrad,7,10
"Candle in the Darkness (Refiner's Fire, #1)",11,7
"Gone to Ground (Will Grayson and Helen Walker, #1)",3,3
"The Story of Babar (Babar, #1)",9,9
How to Live with a Man... And Love It!: The Gentle Art of Catching and Keeping Your Man,3,12
Thanksgiving Day,9,1
Dionysius I: Warlord of Sicily,9,1
Lesbian/Woman,9,8
Homeopathic Self-Care: The Quick & Easy Guide for the Whole Family,4,1
Dr. Ruth: Grandma on Wheels (Little Golden Book),8,1
The Keys to Higher Awareness,7,12
Matilda's Last Waltz,8,9
Great Speeches / Abraham Lincoln: with Historical Notes by John Grafton,11,12
Philosophical Concepts in Physics: The Historical Relation Between Philosophy and Scientific Theories,2,10
Death of a Dormouse (Felony & Mayhem Mysteries),12,11
The Curse of the Trouble Dolls,12,2
Rosso in Italy: The Italian Career of Rosso Fiorentino,9,1
Strategies of Containment: A Critical Appraisal of American National Security Policy During the Cold War,7,6
A Winter Marriage,12,12
Nutritional Support in Nursing,1,1
Cambridge Ielts 4 Audio CD Set (2 Cds): Examination Papers from University of Cambridge ESOL Examinations,5,1
The Chicago Poems,11,1
Lost Angels,3,12
Introduction to Jazz History,7,10
Oriana Fallaci: The Woman and the Myth,4,11
Pirates of the Caribbean: The Missing Pirate,6,4
Fire on the Beach: Recovering the Lost Story of Richard Etheridge and the Pea Island Lifesavers,8,5
Feminist Approaches To Bioethics: Theoretical Reflections And Practical Applications,1,3
Women At Sea: Travel Writing and the Margins of Caribbean Discourse,1,4
Dangerous Amusements: Poems,1,4
Essential Energy Balancing III: Living with the Goddess,6,7
Great Britain: Decline Or Renewal?,3,1
"In Kindling Flame: The Story of Hannah Senesh, 1921-1944",10,7
Short Stories by Latin American Women: The Magic and the Real,1,12
Kites: Magic Wishes That Fly Up to the Sky,12,8
A Pagan's Nightmare,10,11
Flagstaff Hill,6,12
Home Country: An Elroy Bode Reader,10,1
"God Willing?: Political Fundamentalism in the White House, the 'War on Terror' and the Echoing Press",9,4
Let the Reader Understand: A Guide to Interpreting and Applying the Bible,8,6
The Drumbeat of Time: Mahanta Transcripts,7,1
Children of the Air,1,9
Conference of the Birds: The Story of Peter Brook in Africa,11,10
The Message of the Sphinx: A Quest for the Hidden Legacy of Mankind,5,3
Henri Cartier Bresson (Aperture History of Photography; Book 1),1,12
"Simply Speaking: How to Communicate Your Ideas with Style, Substance, and Clarity",1,7
Ice Princesses (Sticker Styles),9,1
Newspaper Days,10,3
Dealing with the Dragon: A Year in the New Hong Kong,4,8
Whewell's Critics: Have They Prevented Him from Doing Good?,1,1
Java Programming: Introductory Concepts and Techniques,8,11
Encounter God in the City: Onramps to Personal and Community Transformation,2,3
Dreams and Symbols; Man's Unconscious Language,6,12
Made in Italy (Picas Series 10) (Picas Series),11,1
Baby Washcloths to Knit,2,1
Rocket Dreams: How the Space Age Shaped Our Vision of a World Beyond,2,7
The Risk of Taking Liberties: The Anthropological Trail to the Modern Condition,12,5
Soul Harvest: The World Takes Sides,1,9
Periplum and Other Poems: 1987-1992,9,4
"Light Years: The Friends of Photography, 1967-1987",6,1
Maigret Se Trompe,4,10
"Saucer (Saucer, #1)",3,8
Anchoress of Shere,2,8
Song of the Flowers,4,11
"Brainiac: Adventures in the Curious, Competitive, Compulsive World of Trivia Buffs",10,4
Blood and Religion: The Unmasking of the Jewish and Democratic State,6,2
Trend,5,1
"People Before Profit: The New Globalization in an Age of Terror, Big Money, and Economic Crisis",11,8
The Curious Incident Of The WMD In Iraq,11,7
Le livre des lumieres,4,8
Rachel: The Story of Rachel Carson,3,9
Beach Babe (Babymouse (Library)),9,9
Nudity in a public place,11,9
Swamp Thing Vol. 7: Regenesis,1,12
Vintage Feed Sacks: Fabric from the Farm,3,3
Everything Rosie: The Untimate Guide for Rosie O'Donnell Fans,5,1
Jean Christophe In Paris,6,8
Perspectives in Marxist Anthropology,4,1
Scholastic Bookfiles: My Side Of The Mountain By Jean Craighead George,6,10
A Very Fine Line,9,5
The Passing: Stories,10,3
Grub Street and the Ivory Tower: Literary Journalism and Literary Scholarship from Fielding to the Internet,11,1
New York Sights: Visualizing Old and New New York,12,12
At the End of an Age,9,6
Tank Too,6,11
Deus Lo Volt!: A Chronicle of the Crusades,3,2
The Treasure Principle: Unlocking the Secret of Joyful Giving,10,1
Margaret Atwood's Textual Assassinations: Recent Poetry and Fiction,12,1
More Cricket Songs,2,2
Dark Noon,4,4
I Didn't Do It for You: How the World Betrayed a Small African Nation,6,6
What They Didn't Say: A Book of Misquotations,12,9
Desperate Journeys,4,9
RN: The Memoirs of Richard Nixon,1,12
Monty Python Encyclopedia,7,12
Europe Off the Wall: A Guide to Unusual Sights,3,1
"Allgemeines, Sprache Und Schift: Sprache Und Schrift Japans - In Zusammenarbeit Mit Ik. Genenz, W. Muller-Yok (Handbuch Der Orientalistik - Abteilung - Japan, Vol 1)",12,1
"The Horsemasters (Reindeer Hunters, #2)",7,4
"Eight Hours for What We Will: Workers and Leisure in an Industrial City, 1870-1920 (Interdisciplinary Perspectives on Modern History)",11,10
Hercules: Prince of Power,9,3
Tintin's Moon Adventure,6,4
Thirteen Oâ€™Clock,1,1
Twelfth Night for Kids,1,7
Aqua Fitness,11,12
The Black Marble,9,1
The Metaphysics of Apes: Negotiating the Animal-Human Boundary,5,6
Insiders' Guide to Berkeley and the East Bay,11,1
The Second Jungle Book,11,6
Erich Wolfgang Korngold's the Adventures of Robin Hood: A Film Score Guide,3,3
Computer Strategy Games Bible: Unauthorized (Secrets of the Games),9,1
Dirt Rider's Motocross Riding Tips,7,7
Perceptual Dialectology: Nonlinguists' Views of Areal Lingfuistics,5,9
Comrades: Tales of a Brigadista in the Spanish Civil War,8,10
"Fundamentals of Physics, Study Guide",10,1
Objects in Mirror Are Closer than They Appear,2,10
Keeper/Finder,5,11
Reaping the Whirlwind: The Civil Rights Movement in Tuskegee,11,12
"Circles of Seven (Dragons in Our Midst, #3)",4,4
Dirty Snow,8,9
"Away Laughing on a Fast Camel (Confessions of Georgia Nicolson, #5)",4,12
Complete Plays 1913â€“1920,10,5
The Kinky Friedman Crime Club,6,8
El Informe Pelicano,7,1
Italian Phrasebook (Lonely Planet Phrasebooks),1,12
The NPR Guide to Building a Classical CD Collection: The 350 Essential Works,9,1
"Covenants (Borderlands, #1)",5,11
Advances in Transportation and Geoenvironmental Systems Using Geosynthetics,1,1
Interrupted Journeys: Young Refugees from Hitler's Reich,7,12
Faith Alone: Stories of an Amazing Dog,2,3
Sara Foster's Casual Cooking: More Fresh Simple Recipes from Foster's Market,3,4
Thinking Outside the Box: A Contemporary Television Genre Reader,12,1
"Second Helpings (Jessica Darling, #2)",4,11
"The Clue of the Screeching Owl (Hardy Boys, #41)",1,1
"Voodoo River (Elvis Cole, #5)",4,11
Attention-Deficit Hyperactivity Disorder: A Handbook for Diagnosis and Treatment,11,9
Between Science and Literature: AN INTRODUCTION TO AUTOPOETICS,10,12
"North By Northanger: Or The Shades of Pemberley (Mr. & Mrs. Darcy Mysteries, #3)",4,4
Special Events for Youth Groups,9,5
"Bird Brains: The Intelligence of Crows, Ravens, Magpies, and Jays",6,12
The Joy of Your Salvation: Reflections on the Psalms of Lent,1,1
Human Existence and Theodicy: A Comparison of Jesus and Albert Camus,12,1
Leibniz and Clarke: A Study of Their Correspondence,11,1
Michael E. Porter on Competition and Strategy,9,3
Politics and Guilt: The Destructive Power of Silence,6,3
McBroom Tells a Lie,6,12
